cas_number,chemical_name,wave,original_candidate_source,selection_source,selection_reason,selection_evidence,csv_assigned_group_id,true_cameo_groups,risk_relation,section10_categories,coverage_role,pubchem_verified,safety_flag,in_eval_testset,collection_status,selection_status
14708-14-6,NICKEL FLUOROBORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13814-96-5(동일 true_cameo_groups=(47, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,47;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
151-50-8,POTASSIUM CYANIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,19;24;68,water,metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
15181-46-1,"BISULFITES, AQUEOUS SOLUTION, N.O.S.",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,65;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
15245-44-0,"LEAD STYPHNATE, [WETTED WITH &gt;= 20 % WATER OR MIXTURE OF ALCOHOL AND WATER]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,46;54;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
15457-98-4,ZINC BISULFITE SOLUTION,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,65;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
15825-70-4,"MANITOL HEXANITRATE, [WET WITH &gt;= 40 % WATER OR MIXTURE OF ALCOHOL AND WATER]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=118-96-7(동일 true_cameo_groups=(46, 68) 조합 물질 4종 중 대표 1종 제외 나머지)",68,46;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
16721-80-5,"SODIUM HYDROSULFIDE, SOLID, WITH LESS THAN 25% WATER OF CRYSTALLIZATION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,19;63;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
16940-81-1,HEXAFLUOROPHOSPHORIC ACID,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,3;29;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
16961-83-4,FLUOROSILICIC ACID,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=16940-81-1(동일 true_cameo_groups=(3, 29, 68) 조합 물질 2종 중 대표 1종 제외 나머지)",68,3;29;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,8;12;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
18810-58-7,"BARIUM AZIDE, WETTED WITH NOT LESS THAN 50% WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,17;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
1918-00-9,DICAMBA,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,2;16;28;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
21351-79-1,CESIUM HYDROXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=1310-65-2(동일 true_cameo_groups=(18, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,18;68,water,metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
2217-06-3,"DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10% WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,46;64;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
22397-33-7,"3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=110-22-5(동일 true_cameo_groups=(53, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,53;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
2492-26-4,SODIUM 2-MERCAPTOBENZOTHIAZOL SOLUTION,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,17;64;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
25167-32-2,DODECYL DIPHENYL ETHER DISULFONATE SOLUTION,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,28;61;66;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
25550-58-7,"DINITROPHENOL, SOLUTION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,46;55;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
25641-53-6,"SODIUM DINITRO-O-CRESOLATE, WETTED WITH NOT LESS THAN 15% WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,46;54;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
2691-41-0,"CYCLOTETRAMETHYLENE TETRANITRAMINE, [WET WITH &gt;= 10% WATER]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=121-82-4(동일 true_cameo_groups=(17, 46, 68) 조합 물질 2종 중 대표 1종 제외 나머지)",68,17;46;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
26952-42-1,"2,3,4-TRINITROANILINE",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,13;46;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
298-12-4,GLYOXYLIC ACID (50% OR LESS),wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,2;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=110-22-5(동일 true_cameo_groups=(53, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,53;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
3179-56-4,"ACETYL CYCLOHEXANESULFONYL PEROXIDE, [&lt;= 82%, WETTED WITH &gt;= 12% WATER]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,53;66;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
38465-60-0,COPPER FLUOROBORATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13814-96-5(동일 true_cameo_groups=(47, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,47;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
50-00-0,FORMALDEHYDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,9;56;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
50-99-7,DEXTROSE SOLUTION,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,8;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
545-55-1,TRIS(1-AZIRIDINYL) PHOSPHINE OXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,26;27;56;68,water,,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
556-88-7,"NITROGUANIDINE, WETTED WITH NOT LESS THAN 20% WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,14;17;46;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
57-12-5,"CYANIDE SOLUTION, N.O.S.",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,24;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
57607-37-1,"OCTOLITE, [DRY OR WET WITH &lt; 15% WATER]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,17;46;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
628-86-4,"MERCURY FULMINATE, [WET]",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=57-12-5(동일 true_cameo_groups=(24, 68) 조합 물질 2종 중 대표 1종 제외 나머지)",68,24;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
63868-82-6,ZIRCONIUM PICRAMATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,13;46;54;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
6484-52-2,AMMONIUM NITRATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,12;19;43;60;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
65-30-5,"NICOTINE SULFATE, SOLID",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13826-88-5(동일 true_cameo_groups=(60, 68) 조합 물질 5종 중 대표 1종 제외 나머지)",68,60;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7446-70-0,"ALUMINUM CHLORIDE, ANHYDROUS",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,3;32;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
74893-76-8,"DINITROPHENOLATES, WETTED WITH NOT LESS THAN 15% WATER",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,46;54;68,water,,,MATCH,NOT_CHECKED,False,ABSTAIN_NOT_FOUND,NOT_COLLECTED
76-03-9,TRICHLOROACETIC ACID,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,2;31;68,water,metal,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7631-90-5,SODIUM BISULFITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13780-03-5(동일 true_cameo_groups=(65, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,65;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7632-00-0,SODIUM NITRITE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,43;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7646-85-7,"ZINC CHLORIDE, ANHYDROUS",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,3;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7681-38-1,"SODIUM BISULFATE, SOLID",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13826-88-5(동일 true_cameo_groups=(60, 68) 조합 물질 5종 중 대표 1종 제외 나머지)",68,60;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7681-49-4,SODIUM FLUORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,61;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7773-03-7,POTASSIUM BISULFITE SOLUTION,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13780-03-5(동일 true_cameo_groups=(65, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,65;68,water,water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7783-18-8,AMMONIUM THIOSULFATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd,68,60;65;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,REVIEW
7784-30-7,"ALUMINUM PHOSPHATE, SOLUTION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=13826-88-5(동일 true_cameo_groups=(60, 68) 조합 물질 5종 중 대표 1종 제외 나머지)",68,60;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7784-46-5,"SODIUM ARSENITE, AQUEOUS SOLUTION",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7681-49-4(동일 true_cameo_groups=(61, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,61;68,water,no_data,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7788-97-8,"CHROMIC FLUORIDE, SOLID",wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=7681-49-4(동일 true_cameo_groups=(61, 68) 조합 물질 3종 중 대표 1종 제외 나머지)",68,61;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
7789-29-9,POTASSIUM BIFLUORIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=1341-49-7(동일 true_cameo_groups=(29, 60, 68) 조합 물질 2종 중 대표 1종 제외 나머지)",68,29;60;68,water,combustible_reducing;metal;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
78-11-5,PENTAERYTHRITE TETRANITRATE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=118-96-7(동일 true_cameo_groups=(46, 68) 조합 물질 4종 중 대표 1종 제외 나머지)",68,46;68,water,,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
78-18-2,1-HYDROXY-1&#39;-HYDROPEROXY DICYCLOHEXYL PEROXIDE,wave2,reaction_frequency_high,wave2_expansion,실측 §10 위험관계 고빈도 그룹(위험관계=water) 소속으로 무제한 편입,"01_collection/expand_by_reaction_frequency.py FREQ_GROUPS + docs/decisions.md §1.2a-upd | signature_duplicate_of=12262-58-7(동일 true_cameo_groups=(1, 8, 53, 68) 조합 물질 2종 중 대표 1종 제외 나머지)",68,1;8;53;68,water,combustible_reducing;water,,MATCH,NOT_CHECKED,False,COLLECTED,DUPLICATE
