cas,chemical_name,cameo_groups,wave,category,selection_reason,evidence_source,evidence_strength,decision,review_note
137-41-7,POTASSIUM N-METHYLDITHIOCARBAMATE,67;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: POTASSIUM DIMETHYLDITHIOCARBAMATE(128-03-0); METAM SODIUM (COMPOUNDS, WEED, KILLING, LIQUID)(137-42-8)"
137-42-8,"METAM SODIUM (COMPOUNDS, WEED, KILLING, LIQUID)",67;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: POTASSIUM DIMETHYLDITHIOCARBAMATE(128-03-0); POTASSIUM N-METHYLDITHIOCARBAMATE(137-41-7)
13780-03-5,"CALCIUM HYDROGEN SULFITE, SOLUTION",65;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: MAGNESIUM BISULFITE SOLUTION(13774-25-9); SODIUM BISULFITE(7631-90-5); POTASSIUM BISULFITE SOLUTION(7773-03-7) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
13814-96-5,LEAD FLUOBORATE,47;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
13826-88-5,ZINC FLUOROBORATE,60;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
14486-19-2,CADMIUM FLUOROBORATE,60;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
14708-14-6,NICKEL FLUOROBORATE,47;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
151-50-8,POTASSIUM CYANIDE,19;24;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal;water), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
15245-44-0,"LEAD STYPHNATE, [WETTED WITH &gt;= 20 % WATER OR MIXTURE OF ALCOHOL AND WATER]",46;54;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
15825-70-4,"MANITOL HEXANITRATE, [WET WITH &gt;= 40 % WATER OR MIXTURE OF ALCOHOL AND WATER]",46;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 3종과 역할 중복 가능: TNT, WETTED WITH NOT LESS THAN 30% WATER(118-96-7); PENTAERYTHRITE TETRANITRATE(78-11-5); TRINITROBENZENE, WETTED WITH NOT LESS THAN 30% WATER(99-35-4)"
16721-80-5,"SODIUM HYDROSULFIDE, SOLID, WITH LESS THAN 25% WATER OF CRYSTALLIZATION",19;63;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
16940-81-1,HEXAFLUOROPHOSPHORIC ACID,3;29;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
16961-83-4,FLUOROSILICIC ACID,3;29;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
1854-26-8,DIMETHYLOLDIHYDROXYETHYLENEUREA,8;12;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
18810-58-7,"BARIUM AZIDE, WETTED WITH NOT LESS THAN 50% WATER",17;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
1918-00-9,DICAMBA,2;16;28;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
21351-79-1,CESIUM HYDROXIDE,18;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal;water), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
2217-06-3,"DIPICRYL SULFIDE, WETTED WITH NOT LESS THAN 10% WATER",46;64;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
22397-33-7,"3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE",53;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: ACETYL PEROXIDE SOLUTION, [&lt;= 25% PEROXIDE](110-22-5); 2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER(3025-88-5)"
2492-26-4,SODIUM 2-MERCAPTOBENZOTHIAZOL SOLUTION,17;64;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
25167-32-2,DODECYL DIPHENYL ETHER DISULFONATE SOLUTION,28;61;66;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
25550-58-7,"DINITROPHENOL, SOLUTION",46;55;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: TRINITRORESORCINOL(82-71-3); PICRIC ACID, WETTED WITH NOT LESS THAN 30% WATER BY MASS(88-89-1)"
2691-41-0,"CYCLOTETRAMETHYLENE TETRANITRAMINE, [WET WITH &gt;= 10% WATER]",17;46;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: 4-NITROPHENYLHYDRAZINE, [WETTED WITH NOT LESS THAN 30% WATER BY MASS](100-16-3); CYCLOTRIMETHYLENE TRINITRAMINE, [DESENSITIZED](121-82-4)"
298-12-4,GLYOXYLIC ACID (50% OR LESS),2;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
3025-88-5,"2,5-DIMETHYL-2,5-DIHYDROPEROXY HEXANE, NOT MORE THAN 82% WITH WATER",53;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 2종과 역할 중복 가능: ACETYL PEROXIDE SOLUTION, [&lt;= 25% PEROXIDE](110-22-5); 3,3,6,6,9,9-HEXAMETHYL-1,2,4,5-TETRAOXACYCLONONANE(22397-33-7) | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
38465-60-0,COPPER FLUOROBORATE,47;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
50-00-0,FORMALDEHYDE,9;56;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
50-99-7,DEXTROSE SOLUTION,8;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
545-55-1,TRIS(1-AZIRIDINYL) PHOSPHINE OXIDE,26;27;56;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
556-88-7,"NITROGUANIDINE, WETTED WITH NOT LESS THAN 20% WATER",14;17;46;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음"
57-12-5,"CYANIDE SOLUTION, N.O.S.",24;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: MERCURY FULMINATE, [WET](628-86-4)"
628-86-4,"MERCURY FULMINATE, [WET]",24;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: CYANIDE SOLUTION, N.O.S.(57-12-5)"
63868-82-6,ZIRCONIUM PICRAMATE,13;46;54;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),동일 CAMEO 그룹조합 보유 물질 1종과 역할 중복 가능: SODIUM PICRAMATE(831-52-7)
6484-52-2,AMMONIUM NITRATE,12;19;43;60;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
65-30-5,"NICOTINE SULFATE, SOLID",60;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,중복 검토(REMOVE/MERGE 후보),"동일 CAMEO 그룹조합 보유 물질 5종과 역할 중복 가능: ALUMINUM SULFATE, SOLID(10043-01-3); ZINC FLUOROBORATE(13826-88-5); CADMIUM FLUOROBORATE(14486-19-2); SODIUM BISULFATE, SOLID(7681-38-1); ALUMINUM PHOSPHATE, SOLUTION(7784-30-7)"
7446-70-0,"ALUMINUM CHLORIDE, ANHYDROUS",3;32;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal;water), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
76-03-9,TRICHLOROACETIC ACID,2;31;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7631-90-5,SODIUM BISULFITE,65;68,wave2,HAZARD-RELEVANT,"KOSHA MSDS §10.5(피해야 할 물질) 실측 구체적 물질군 근거 존재(combustible_reducing;metal), 위험상호작용: water",msds_sections §10.5 원문 재파싱 (금속/물/산화제 등 구체적 물질군),INDEPENDENT,유지 권고,
7632-00-0,SODIUM NITRITE,43;68,wave2,UNJUSTIFIED,"자동 그룹슬롯 보충 물질 — 자체 §10 근거 없음, 커리큘럼 근거 없음, 소속 그룹도 이미 회소하지 않음(다른 물질로 충분히 대표됨)","없음 (그룹 소속만 확인됨, 물질 단위 개별 근거 없음)",NONE,근거 부족/검토,"그룹조합 자체는 426종 내 유일하나, 그룹이 회소하지 않거나(그룹 내 다른 대표물질 이미 존재) 개별 위험성 근거가 아직 확인되지 않음 | §10.5에 범용 카테고리 문구('가연성 물질, 환원성 물질')만 있어 CASE 2 기준상 HAZARD-RELEVANT 단독 근거로 불충분(docs/hazard_relevant_sample_audit_2026-08-08.md)"
